Utterance,Sentiment
我们将来好找工作,negative
至少是个敲门砖,negative
你为什么要放弃99%的人都选择的路,negative
而去选那1%的艺考,negative
你不要你没有实现的梦想让你儿子实现,negative
你要想唱歌跳舞你去学,negative
你去唱我不拦着你,negative
反正你也没工作,negative
少拿我儿子当试验品,negative
我要纠正你一下,neutral
刚才你说的话也不完全正确,neutral
你是第一次当妈,positive
但是我当年八下江南的时候,positive
也一定是在南方留下过几个孽债的,positive
不要脸,negative
好了,neutral
你说的对,neutral
我支持你,neutral
但是你看 好不好看疗效 听专家的,neutral
咱们也不懂,neutral
也没专业能力是吧,neutral
这一块石头你切开才知道里面是美玉还是烂石头的渣子,neutral
我提议找一个专业,neutral
起码是一个干过这行的,neutral
给咱把把脉判断,neutral
方一凡要是这块料 咱就鼓励他,neutral
如果不是彻底放弃这想法行不行,neutral
别哔哔了,positive
我这还没哔哔完呢,positive
我来 我跟你一块,positive
戴上手套,positive
看成不成功,positive
好香,positive
还真香,positive
可以,positive
这倒真省事了,positive
往里一放,positive
这是你的清蒸哈什蚂是吧,positive
对对 清蒸哈什蚂,positive
我今天还有个事想跟你商量,negative
我这看着方一凡,neutral
在商场里碰着他之后,neutral
我就在想,neutral
这个一会我扣过来,neutral
我就在想,neutral
你说,neutral
我的工作没了的事,negative
我是不是应该告诉他,negative
我也不能老瞒着他,negative
你说我老瞒着他,negative
这老瞒着他 早晚也得穿,negative
要不然找个机会我跟他说了得了,negative
你这事你自己看,neutral
你的事你决定,neutral
说实话我觉得现在俩孩子高三其实家里需要有个人照顾他们,neutral
要不然这样你一边在家里照顾他们,neutral
一边捎带手找工作,neutral
骑着驴找马,neutral
我看行,neutral
英子,positive
来,positive
谢谢爸,positive
多吃点,positive
爸 这太多了 我吃不了,positive
多吃点 学习那么累,positive
多吃点补补,positive
您喝开心了吗,positive
开心了,positive
我给您再添点儿,positive
这素火锅,negative
挺好吃的,negative
但是我还以为咱今儿能吃辣的,negative
吃辣的对身体不好,neutral
再说了北京这么干,neutral
吃辣的上火,neutral
跟我妈似的,negative
你妈说的对咱就得听,neutral
这两天你妈对你怎么样,neutral
应该不生我气了,negative
不知道,negative
英子,neutral
爸爸发给你一个截屏,neutral
你把它存起来,neutral
什么截屏,neutral
前两天爸爸在平安上给你买了个保险,neutral
叫爱满分,neutral
你把它存好了,neutral
上面有单号,neutral
30年后合同约满了,neutral
还能分你一笔钱,neutral
30年弹指一挥间,neutral
30年前爸爸比你还小的时候,neutral
那就背上行囊行走远方了,neutral
对 爸,neutral
您当时离开家从辽宁到北京,neutral
爷爷奶奶舍得吗,neutral
当然舍不得了,neutral
毕竟离家那么远,neutral
爷爷奶奶支持吗,neutral
支持,neutral
你爷爷说了好男儿志在千里,neutral
那必须得走,neutral
爷爷奶奶这么好,neutral
你爷爷这人就是一个走南闯北见多识广的人,neutral
爸爸跟着你,neutral
爷爷那也是走南闯北,neutral
顺便见多识广,neutral
爷爷当时都去过哪,positive
你也去过地儿可多了,neutral
你爷爷当年支持三线建设,neutral
先是去了湖南 湖南,neutral
后来爸爸又跟他去了沈阳,neutral
再后来爸爸跟爷爷又去了大连,neutral
大连好 靠海边,positive
爸爸觉得,positive
你必须出去闯一闯,positive
我跟你妈都认为我闺女有出息,positive
喜欢天文 喜欢航天,positive
我闺女人又聪明,positive
一定能够冲出亚洲,positive
飞向宇宙,positive
您真这么觉得,positive
爸爸真这么觉得,positive
你再喝点来,positive
我真是太开心了,positive
我跟你说这正好我们学校它最近开始报冬令营了,positive
对,positive
我觉得您肯定支持我,positive
这有北大清华还有南大,positive
支持,positive
爸爸支持,positive
冬令营爸爸知道 冬令营就是同学们在一起出去拓展,positive
大家出去玩,positive
爸爸上学的时候就冬令营,positive
我们那会在山上,positive
晚上住在山上,positive
晚上风一吹,positive
给我们全冻感冒了,positive
爸您说的冬令营跟我们这个不一样,positive
我们是有竞赛班的,positive
然后拿到好成绩之后能参加自主招生的,positive
去,positive
支持我去冬令营 支持我去南大 YES,positive
去 去什么南大,negative
哪的南大,negative
南大 您不是支持我多出去看看吗,positive
而且南大的天文系可是全国第一名,positive
南大是什么,negative
南京大学,negative
对,positive
然后你去让那儿上学,negative
对,positive
这 妈妈不会同意,negative
我这没说妈妈,negative
我是问您同不同意支不支持吗,negative
你再考虑考虑,negative
再考虑考虑,negative
为什么,negative
南京太远,negative
爸爸妈妈看你一次太不方便了,negative
我跟你说南京特别热,negative
夏天热冬天冷,negative
房间里没有暖气,negative
哪有北京舒服,negative
最重要的就是你不爱吃辣吗,negative
南京那地方吃的饭那菜都是甜的,negative
你肯定吃不惯,negative
知道了,negative
媳妇,negative
媳妇,negative
我在这琢磨,negative
孩子们心情不好 饭都没好好吃,negative
我是不是没工作的事 不应该告诉他们,negative
我觉得告诉他们挺好的,neutral
没必要瞒着 我们是什么样的家庭,neutral
就让他们面对什么样的生活挺好,neutral
按道理让孩子了解真实情况,negative
也是一种锻炼和成长,negative
而且方一凡吧 我觉得更无所谓,negative
你知道吗,negative
我觉得他没心没肺的,negative
我主要考虑还是 还是磊磊,negative
你说磊磊这孩子本来就敏感,negative
到咱们家来了,negative
怎么说都是寄人篱下,negative
这要再知道小姨夫没工作了,negative
家里经济压力大,negative
我就怕这孩子到时候情绪受影响,negative
心理上受伤害,negative
等回头再影响他高考你知道吗,negative
还是可怜这孩子,negative
怎么了,negative
对磊磊真好,positive
对我也好,positive
你现在觉出来了,positive
你就是我的大白,positive
你是说我胖了是吧,positive
还是说我白 还是说软,positive
说你大,positive
我有时候大白有时候就是变形金刚,positive
是一个擎天柱,positive
你想干嘛 擎天柱,positive
我跟你一块儿练会瑜伽,positive
妈,neutral
怎么靠这儿 累了,positive
靠着吧靠着吧,positive
怎么样,positive
今天跟爸爸吃饭去,positive
开心吗,positive
挺开心的,positive
不让你吃,positive
爱吃的也开心,positive
不辣的也好吃,neutral
再说了,neutral
你不是不让我吃辣的吗,neutral
真是爸妈的小乖乖,positive
辣的就是对身体不好,neutral
当然了,neutral
偶尔吃一次也没事,neutral
你开心了 我才能开心,neutral
妈妈能跟你躺一会儿吗,positive
你别看妈妈平时对你挺严格的,positive
其实妈妈还是最爱你的,positive
我都知道,positive
妈妈想跟你道个歉,neutral
上次不该打你的,negative
妈妈一直很,negative
后悔,negative
不怪您,negative
上次是我先做错了的,negative
咱俩就算和解了,positive
过去了,positive
我就知道我的英子最好了,positive
妈妈也最好了,positive
您是不是特别爱我,neutral
当然了,positive
这世界上妈妈最爱你了,positive
你可是妈妈的一切,positive
那是不是我提什么要求你都会答应,negative
那还用说嘛,positive
我宝贝的要求我全力以赴的也得支持,positive
当然了也得是合理要求,positive
完不成的妈妈也做不到,positive
我如果毕业了,negative
我大学想考天文系,negative
你答应吗,negative
你的理想,positive
你的梦想,positive
妈妈永远是支持的,positive
我要是想考南京大学,positive
南京大学太远了,negative
妈妈也,negative
不能搬到南京去,negative
那以后见你不就费劲了,negative
那不行吧,negative
我可以回来看你,negative
我查了这南京大学天文系是全国排名第一,negative
英子,neutral
你看我知道你喜欢天文,neutral
所以妈妈也早就帮你了解过了,neutral
这天文系下面还是细分的,neutral
还有航天工程、天体物理,neutral
要说起来清华还有北航都挺不错的,neutral
咱北京姑娘,neutral
当然是,neutral
首选北京的学校了,neutral
对不对,neutral
英子,neutral
其实妈妈早就把你后面的路都安排了,neutral
什么事情都想计划,neutral
想想那时候 结婚的时候 想着一步一步的实现过上理想人生,negative
结果谁知道会有这么大的意外离了婚,negative
现在就剩下咱们母女俩相依为命,negative
其实,negative
其实这事儿对妈妈来说挺有挫败感的,negative
男的大概都这样,negative
你对他越好吧,negative
他就越想跑,negative
男的都不值得对他们好,negative
你以后要擦亮眼睛,negative
怎么忽然提到南京大学,neutral
就说说,negative
妈妈舍不得你离开我,neutral
一辈子都能守着你,neutral
几点了,neutral
坏了,negative
怎么了,negative
炉子上还给你炖着汤,negative
你趟会也起来吧,neutral
是不是还有套题没做呢,neutral
抓紧时间,neutral
大晚上上哪去了,negative
我出去遛个弯,neutral
穿着睡衣去遛弯,negative
我这 在楼道里边有点闷,neutral
我出去透气去,neutral
那跟谁,negative
打电话,negative
没打电话,negative
乔卫东、乔卫东、乔卫东非让我跟他通个电话,negative
跟他小女朋友小梦闹的不痛快,neutral
我安抚安抚他,neutral
劝劝他,neutral
他那小女朋友是挺让人不痛快的,negative
不痛快去分 干嘛 还留着过年了,negative
这不能怪人小梦老师 是乔卫东,neutral
小梦想嫁给乔月东,neutral
乔卫东不想娶了,neutral
为什么,negative
为什么,neutral
那还不简单吗,neutral
乔卫东,neutral
不管怎么样,neutral
经历了一段不幸的婚姻,neutral
当年他疑似婚内出轨,neutral
跟宋老师闹得鸡飞狗跳,neutral
或多或少对婚姻有那么点恐惧感,neutral
而且好像 好像他对宋老师还有那么一点点的依恋和怀念,neutral
不会吧,negative
他还惦记宋倩呢,negative
怎么不会,neutral
我跟你说男人,neutral
男人属于什么你知道吗,neutral
